geoid,county_name,total_population_2014
18157,"Tippecanoe County, Indiana",178135
18159,"Tipton County, Indiana",15688
18161,"Union County, Indiana",7382
18163,"Vanderburgh County, Indiana",180877
18165,"Vermillion County, Indiana",15952
18167,"Vigo County, Indiana",108264
18169,"Wabash County, Indiana",32492
18171,"Warren County, Indiana",8421
18173,"Warrick County, Indiana",60538
18175,"Washington County, Indiana",28017
18177,"Wayne County, Indiana",68360
18179,"Wells County, Indiana",27732
18181,"White County, Indiana",24485
18183,"Whitley County, Indiana",33307
19001,"Adair County, Iowa",7543
19003,"Adams County, Iowa",3937
19005,"Allamakee County, Iowa",14152
19007,"Appanoose County, Iowa",12754
19009,"Audubon County, Iowa",5935
19011,"Benton County, Iowa",25895
19013,"Black Hawk County, Iowa",131947
19015,"Boone County, Iowa",26326
19017,"Bremer County, Iowa",24481
19019,"Buchanan County, Iowa",20947
19021,"Buena Vista County, Iowa",20460
19023,"Butler County, Iowa",14966
19025,"Calhoun County, Iowa",9980
19027,"Carroll County, Iowa",20702
19029,"Cass County, Iowa",13694
19031,"Cedar County, Iowa",18434
19033,"Cerro Gordo County, Iowa",43707
19035,"Cherokee County, Iowa",11982
19037,"Chickasaw County, Iowa",12329
19039,"Clarke County, Iowa",9284
19041,"Clay County, Iowa",16555
19043,"Clayton County, Iowa",17900
19045,"Clinton County, Iowa",48663
19047,"Crawford County, Iowa",17259
19049,"Dallas County, Iowa",72124
19051,"Davis County, Iowa",8765
19053,"Decatur County, Iowa",8286
19055,"Delaware County, Iowa",17578
19057,"Des Moines County, Iowa",40265
19059,"Dickinson County, Iowa",16877
19061,"Dubuque County, Iowa",95166
19063,"Emmet County, Iowa",10068
19065,"Fayette County, Iowa",20693
19067,"Floyd County, Iowa",16153
19069,"Franklin County, Iowa",10572
19071,"Fremont County, Iowa",7200
19073,"Greene County, Iowa",9232
19075,"Grundy County, Iowa",12403
19077,"Guthrie County, Iowa",10794
19079,"Hamilton County, Iowa",15363
19081,"Hancock County, Iowa",11175
19083,"Hardin County, Iowa",17406
19085,"Harrison County, Iowa",14600
19087,"Henry County, Iowa",20197
19089,"Howard County, Iowa",9529
19091,"Humboldt County, Iowa",9731
19093,"Ida County, Iowa",7085
19095,"Iowa County, Iowa",16316
19097,"Jackson County, Iowa",19656
19099,"Jasper County, Iowa",36715
19101,"Jefferson County, Iowa",17102
19103,"Johnson County, Iowa",136802
19105,"Jones County, Iowa",20607
19107,"Keokuk County, Iowa",10361
19109,"Kossuth County, Iowa",15347
19111,"Lee County, Iowa",35552
19113,"Linn County, Iowa",214927
19115,"Louisa County, Iowa",11305
19117,"Lucas County, Iowa",8785
19119,"Lyon County, Iowa",11680
19121,"Madison County, Iowa",15629
19123,"Mahaska County, Iowa",22420
19125,"Marion County, Iowa",33308
19127,"Marshall County, Iowa",40922
19129,"Mills County, Iowa",14946
19131,"Mitchell County, Iowa",10744
19133,"Monona County, Iowa",9149
19135,"Monroe County, Iowa",8019
19137,"Montgomery County, Iowa",10549
19139,"Muscatine County, Iowa",42857
19141,"O'Brien County, Iowa",14173
19143,"Osceola County, Iowa",6279
19145,"Page County, Iowa",15737
19147,"Palo Alto County, Iowa",9263
19149,"Plymouth County, Iowa",24899
19151,"Pocahontas County, Iowa",7191
19153,"Polk County, Iowa",445136
19155,"Pottawattamie County, Iowa",93153
19157,"Poweshiek County, Iowa",18765
19159,"Ringgold County, Iowa",5082
19161,"Sac County, Iowa",10162
19163,"Scott County, Iowa",168714
19165,"Shelby County, Iowa",12034
19167,"Sioux County, Iowa",34261
19169,"Story County, Iowa",91939
19171,"Tama County, Iowa",17568
19173,"Taylor County, Iowa",6225
19175,"Union County, Iowa",12554
19177,"Van Buren County, Iowa",7487
19179,"Wapello County, Iowa",35406
19181,"Warren County, Iowa",47058
19183,"Washington County, Iowa",21906
19185,"Wayne County, Iowa",6385
19187,"Webster County, Iowa",37399
19189,"Winnebago County, Iowa",10645
19191,"Winneshiek County, Iowa",20957
19193,"Woodbury County, Iowa",102372
19195,"Worth County, Iowa",7567
19197,"Wright County, Iowa",13007
20001,"Allen County, Kansas",13212
20003,"Anderson County, Kansas",7962
20005,"Atchison County, Kansas",16737
20007,"Barber County, Kansas",4898
20009,"Barton County, Kansas",27566
20011,"Bourbon County, Kansas",14913
20013,"Brown County, Kansas",9926
20015,"Butler County, Kansas",65927
20017,"Chase County, Kansas",2746
20019,"Chautauqua County, Kansas",3572
20021,"Cherokee County, Kansas",21179
20023,"Cheyenne County, Kansas",2695
20025,"Clark County, Kansas",2170
20027,"Clay County, Kansas",8460
20029,"Cloud County, Kansas",9414
20031,"Coffey County, Kansas",8493
20033,"Comanche County, Kansas",1911
20035,"Cowley County, Kansas",36201
20037,"Crawford County, Kansas",39277
20039,"Decatur County, Kansas",2915
20041,"Dickinson County, Kansas",19641
20043,"Doniphan County, Kansas",7904
20045,"Douglas County, Kansas",113703
20047,"Edwards County, Kansas",3006
20049,"Elk County, Kansas",2734
20051,"Ellis County, Kansas",28878
20053,"Ellsworth County, Kansas",6443
20055,"Finney County, Kansas",37099
20057,"Ford County, Kansas",34604
20059,"Franklin County, Kansas",25834
20061,"Geary County, Kansas",36458
20063,"Gove County, Kansas",2786
20065,"Graham County, Kansas",2602
20067,"Grant County, Kansas",7856
20069,"Gray County, Kansas",6043
20071,"Greeley County, Kansas",1223
20073,"Greenwood County, Kansas",6495
20075,"Hamilton County, Kansas",2632
20077,"Harper County, Kansas",5906
20079,"Harvey County, Kansas",34797
20081,"Haskell County, Kansas",4198
20083,"Hodgeman County, Kansas",1941
20085,"Jackson County, Kansas",13464
20087,"Jefferson County, Kansas",18932
20089,"Jewell County, Kansas",3060
20091,"Johnson County, Kansas",560025
20093,"Kearny County, Kansas",3950
20095,"Kingman County, Kansas",7820
20097,"Kiowa County, Kansas",2529
20099,"Labette County, Kansas",21225
20101,"Lane County, Kansas",1652
20103,"Leavenworth County, Kansas",77687
20105,"Lincoln County, Kansas",3180
20107,"Linn County, Kansas",9551
20109,"Logan County, Kansas",2783
20111,"Lyon County, Kansas",33510
20113,"McPherson County, Kansas",29308
20115,"Marion County, Kansas",12401
20117,"Marshall County, Kansas",10042
20119,"Meade County, Kansas",4444
20121,"Miami County, Kansas",32765
20123,"Mitchell County, Kansas",6324
20125,"Montgomery County, Kansas",34602
20127,"Morris County, Kansas",5808
20129,"Morton County, Kansas",3159
20131,"Nemaha County, Kansas",10136
20133,"Neosho County, Kansas",16453
20135,"Ness County, Kansas",3104
20137,"Norton County, Kansas",5628
20139,"Osage County, Kansas",16165
20141,"Osborne County, Kansas",3811
20143,"Ottawa County, Kansas",6075
20145,"Pawnee County, Kansas",6959
20147,"Phillips County, Kansas",5560
20149,"Pottawatomie County, Kansas",22338
20151,"Pratt County, Kansas",9758
20153,"Rawlins County, Kansas",2553
20155,"Reno County, Kansas",64223
20157,"Republic County, Kansas",4868
20159,"Rice County, Kansas",10050
20161,"Riley County, Kansas",74478
20163,"Rooks County, Kansas",5174
20165,"Rush County, Kansas",3222
20167,"Russell County, Kansas",6959
20169,"Saline County, Kansas",55793
20171,"Scott County, Kansas",4965
20173,"Sedgwick County, Kansas",503788
20175,"Seward County, Kansas",23319
20177,"Shawnee County, Kansas",178600
20179,"Sheridan County, Kansas",2540
20181,"Sherman County, Kansas",6078
20183,"Smith County, Kansas",3779
20185,"Stafford County, Kansas",4363
20187,"Stanton County, Kansas",2187
20189,"Stevens County, Kansas",5744
20191,"Sumner County, Kansas",23763
20193,"Thomas County, Kansas",7947
20195,"Trego County, Kansas",2959
20197,"Wabaunsee County, Kansas",7034
20199,"Wallace County, Kansas",1569
20201,"Washington County, Kansas",5717
20203,"Wichita County, Kansas",2220
20205,"Wilson County, Kansas",9177
20207,"Woodson County, Kansas",3246
20209,"Wyandotte County, Kansas",159466
21001,"Adair County, Kentucky",19032
21003,"Allen County, Kentucky",20219
21005,"Anderson County, Kentucky",21664
21007,"Ballard County, Kentucky",8274
21009,"Barren County, Kentucky",42691
21011,"Bath County, Kentucky",11870
21013,"Bell County, Kentucky",28234
21015,"Boone County, Kentucky",123030
21017,"Bourbon County, Kentucky",19972
21019,"Boyd County, Kentucky",49242
21021,"Boyle County, Kentucky",29150
21023,"Bracken County, Kentucky",8459
21025,"Breathitt County, Kentucky",13663
21027,"Breckinridge County, Kentucky",20076
21029,"Bullitt County, Kentucky",76093
21031,"Butler County, Kentucky",12797
21033,"Caldwell County, Kentucky",12880
21035,"Calloway County, Kentucky",37981
21037,"Campbell County, Kentucky",91268
21039,"Carlisle County, Kentucky",5031
21041,"Carroll County, Kentucky",10871
21043,"Carter County, Kentucky",27439
21045,"Casey County, Kentucky",16002
21047,"Christian County, Kentucky",74459
21049,"Clark County, Kentucky",35633
21051,"Clay County, Kentucky",21446
21053,"Clinton County, Kentucky",10192
21055,"Crittenden County, Kentucky",9254
21057,"Cumberland County, Kentucky",6829
21059,"Daviess County, Kentucky",97631
21061,"Edmonson County, Kentucky",12137
21063,"Elliott County, Kentucky",7781
21065,"Estill County, Kentucky",14547
21067,"Fayette County, Kentucky",304473
21069,"Fleming County, Kentucky",14505
21071,"Floyd County, Kentucky",39087
21073,"Franklin County, Kentucky",49509
21075,"Fulton County, Kentucky",6550
21077,"Gallatin County, Kentucky",8554
21079,"Garrard County, Kentucky",16880
21081,"Grant County, Kentucky",24667
21083,"Graves County, Kentucky",37451
21085,"Grayson County, Kentucky",25934
21087,"Green County, Kentucky",11186
21089,"Greenup County, Kentucky",36656
21091,"Hancock County, Kentucky",8654
21093,"Hardin County, Kentucky",107565
21095,"Harlan County, Kentucky",28744
21097,"Harrison County, Kentucky",18643
21099,"Hart County, Kentucky",18427
21101,"Henderson County, Kentucky",46394
21103,"Henry County, Kentucky",15427
21105,"Hickman County, Kentucky",4790
21107,"Hopkins County, Kentucky",46684
21109,"Jackson County, Kentucky",13370
21111,"Jefferson County, Kentucky",751485
21113,"Jessamine County, Kentucky",49601
21115,"Johnson County, Kentucky",23390
21117,"Kenton County, Kentucky",161915
21119,"Knott County, Kentucky",16139
21121,"Knox County, Kentucky",31857
21123,"Larue County, Kentucky",14149
21125,"Laurel County, Kentucky",59535
21127,"Lawrence County, Kentucky",15850
21129,"Lee County, Kentucky",7681
21131,"Leslie County, Kentucky",11128
21133,"Letcher County, Kentucky",23965
21135,"Lewis County, Kentucky",13848
21137,"Lincoln County, Kentucky",24546
21139,"Livingston County, Kentucky",9443
21141,"Logan County, Kentucky",26844
21143,"Lyon County, Kentucky",8415
21145,"McCracken County, Kentucky",65545
21147,"McCreary County, Kentucky",18073
21149,"McLean County, Kentucky",9510
21151,"Madison County, Kentucky",85485
21153,"Magoffin County, Kentucky",13076
21155,"Marion County, Kentucky",19965
21157,"Marshall County, Kentucky",31223
21159,"Martin County, Kentucky",12750
21161,"Mason County, Kentucky",17398
21163,"Meade County, Kentucky",29203
21165,"Menifee County, Kentucky",6337
21167,"Mercer County, Kentucky",21311
21169,"Metcalfe County, Kentucky",10025
21171,"Monroe County, Kentucky",10837
21173,"Montgomery County, Kentucky",26983
21175,"Morgan County, Kentucky",13522
21177,"Muhlenberg County, Kentucky",31391
21179,"Nelson County, Kentucky",44254
21181,"Nicholas County, Kentucky",7064
21183,"Ohio County, Kentucky",23956
21185,"Oldham County, Kentucky",61711
21187,"Owen County, Kentucky",10740
21189,"Owsley County, Kentucky",4686
21191,"Pendleton County, Kentucky",14642
21193,"Perry County, Kentucky",28261
21195,"Pike County, Kentucky",64380
21197,"Powell County, Kentucky",12552
21199,"Pulaski County, Kentucky",63505
21201,"Robertson County, Kentucky",2239
21203,"Rockcastle County, Kentucky",16965
21205,"Rowan County, Kentucky",23485
21207,"Russell County, Kentucky",17646
21209,"Scott County, Kentucky",49167
21211,"Shelby County, Kentucky",43581
21213,"Simpson County, Kentucky",17551
21215,"Spencer County, Kentucky",17419
21217,"Taylor County, Kentucky",25059
21219,"Todd County, Kentucky",12499
21221,"Trigg County, Kentucky",14277
21223,"Trimble County, Kentucky",8816
21225,"Union County, Kentucky",15192
21227,"Warren County, Kentucky",117169
21229,"Washington County, Kentucky",11871
21231,"Wayne County, Kentucky",20728
21233,"Webster County, Kentucky",13454
21235,"Whitley County, Kentucky",35557
21237,"Wolfe County, Kentucky",7273
21239,"Woodford County, Kentucky",25151
22001,"Acadia Parish, Louisiana",62031
22003,"Allen Parish, Louisiana",25691
22005,"Ascension Parish, Louisiana",112308
22007,"Assumption Parish, Louisiana",23170
22009,"Avoyelles Parish, Louisiana",41604
22011,"Beauregard Parish, Louisiana",36109
22013,"Bienville Parish, Louisiana",14122
22015,"Bossier Parish, Louisiana",121918
22017,"Caddo Parish, Louisiana",255529
22019,"Calcasieu Parish, Louisiana",194943
22021,"Caldwell Parish, Louisiana",10008
22023,"Cameron Parish, Louisiana",6713
22025,"Catahoula Parish, Louisiana",10273
22027,"Claiborne Parish, Louisiana",16817
22029,"Concordia Parish, Louisiana",20609
22031,"De Soto Parish, Louisiana",26968
22033,"East Baton Rouge Parish, Louisiana",443598
22035,"East Carroll Parish, Louisiana",7602
22037,"East Feliciana Parish, Louisiana",19964
22039,"Evangeline Parish, Louisiana",33778
22041,"Franklin Parish, Louisiana",20645
22043,"Grant Parish, Louisiana",22363
22045,"Iberia Parish, Louisiana",73735
22047,"Iberville Parish, Louisiana",33375
22049,"Jackson Parish, Louisiana",16199
22051,"Jefferson Parish, Louisiana",434528
22053,"Jefferson Davis Parish, Louisiana",31492
22055,"Lafayette Parish, Louisiana",228084
22057,"Lafourche Parish, Louisiana",97235
22059,"LaSalle Parish, Louisiana",14874
22061,"Lincoln Parish, Louisiana",47243
22063,"Livingston Parish, Louisiana",132160
22065,"Madison Parish, Louisiana",12008
22067,"Morehouse Parish, Louisiana",27319
22069,"Natchitoches Parish, Louisiana",39359
22071,"Orleans Parish, Louisiana",368471
22073,"Ouachita Parish, Louisiana",155285
22075,"Plaquemines Parish, Louisiana",23545
22077,"Pointe Coupee Parish, Louisiana",22631
22079,"Rapides Parish, Louisiana",132199
22081,"Red River Parish, Louisiana",8937
22083,"Richland Parish, Louisiana",20845
22085,"Sabine Parish, Louisiana",24286
22087,"St. Bernard Parish, Louisiana",41114
22089,"St. Charles Parish, Louisiana",52616
22091,"St. Helena Parish, Louisiana",10937
22093,"St. James Parish, Louisiana",21782
22095,"St. John the Baptist Parish, Louisiana",44570
22097,"St. Landry Parish, Louisiana",83518
22099,"St. Martin Parish, Louisiana",52823
22101,"St. Mary Parish, Louisiana",53784
22103,"St. Tammany Parish, Louisiana",239814
22105,"Tangipahoa Parish, Louisiana",124125
22107,"Tensas Parish, Louisiana",5008
22109,"Terrebonne Parish, Louisiana",112167
22111,"Union Parish, Louisiana",22623
22113,"Vermilion Parish, Louisiana",58784
22115,"Vernon Parish, Louisiana",52844
22117,"Washington Parish, Louisiana",46723
22119,"Webster Parish, Louisiana",40890
22121,"West Baton Rouge Parish, Louisiana",24347
22123,"West Carroll Parish, Louisiana",11522
22125,"West Feliciana Parish, Louisiana",15485
22127,"Winn Parish, Louisiana",15000
23001,"Androscoggin County, Maine",107470
23003,"Aroostook County, Maine",70653
23005,"Cumberland County, Maine",284351
23007,"Franklin County, Maine",30569
23009,"Hancock County, Maine",54581
23011,"Kennebec County, Maine",121507
23013,"Knox County, Maine",39653
23015,"Lincoln County, Maine",34237
23017,"Oxford County, Maine",57517
23019,"Penobscot County, Maine",153627
23021,"Piscataquis County, Maine",17271
23023,"Sagadahoc County, Maine",35102
23025,"Somerset County, Maine",51762
23027,"Waldo County, Maine",38904
23029,"Washington County, Maine",32397
23031,"York County, Maine",198934
24001,"Allegany County, Maryland",73976
24003,"Anne Arundel County, Maryland",550269
24005,"Baltimore County, Maryland",817720
24009,"Calvert County, Maryland",89793
24011,"Caroline County, Maryland",32759
24013,"Carroll County, Maryland",167399
24015,"Cecil County, Maryland",101803
24017,"Charles County, Maryland",150960
24019,"Dorchester County, Maryland",32614
24021,"Frederick County, Maryland",239253
24023,"Garrett County, Maryland",29945
24025,"Harford County, Maryland",248029
24027,"Howard County, Maryland",299269
24029,"Kent County, Maryland",20016
24031,"Montgomery County, Maryland",1005087
24033,"Prince George's County, Maryland",884764
24035,"Queen Anne's County, Maryland",48439
24037,"St. Mary's County, Maryland",108472
24039,"Somerset County, Maryland",26197
24041,"Talbot County, Maryland",37894
24043,"Washington County, Maryland",148913
24045,"Wicomico County, Maryland",100376
24047,"Worcester County, Maryland",51558
24510,"Baltimore city, Maryland",622271
25001,"Barnstable County, Massachusetts",215167
25003,"Berkshire County, Massachusetts",130064
25005,"Bristol County, Massachusetts",551065
25007,"Dukes County, Massachusetts",16915
25009,"Essex County, Massachusetts",757395
25011,"Franklin County, Massachusetts",71300
25013,"Hampden County, Massachusetts",466447
25015,"Hampshire County, Massachusetts",160328
25017,"Middlesex County, Massachusetts",1539832
25019,"Nantucket County, Massachusetts",10414
25021,"Norfolk County, Massachusetts",682860
25023,"Plymouth County, Massachusetts",500772
25025,"Suffolk County, Massachusetts",747928
25027,"Worcester County, Massachusetts",806804
26001,"Alcona County, Michigan",10657
26003,"Alger County, Michigan",9516
26005,"Allegan County, Michigan",112266
26007,"Alpena County, Michigan",29242
26009,"Antrim County, Michigan",23368
26011,"Arenac County, Michigan",15564
26013,"Baraga County, Michigan",8740
26015,"Barry County, Michigan",59107
26017,"Bay County, Michigan",107074
26019,"Benzie County, Michigan",17450
26021,"Berrien County, Michigan",155992
26023,"Branch County, Michigan",43965
26025,"Calhoun County, Michigan",135150
26027,"Cass County, Michigan",52001
26029,"Charlevoix County, Michigan",26038
26031,"Cheboygan County, Michigan",25821
26033,"Chippewa County, Michigan",38698
26035,"Clare County, Michigan",30786
26037,"Clinton County, Michigan",76479
26039,"Crawford County, Michigan",13941
26041,"Delta County, Michigan",36841
26043,"Dickinson County, Michigan",26097
26045,"Eaton County, Michigan",108081
26047,"Emmet County, Michigan",32922
26049,"Genesee County, Michigan",418654
26051,"Gladwin County, Michigan",25599
26053,"Gogebic County, Michigan",16042
26055,"Grand Traverse County, Michigan",88981
26057,"Gratiot County, Michigan",42057
26059,"Hillsdale County, Michigan",46282
26061,"Houghton County, Michigan",36739
26063,"Huron County, Michigan",32525
26065,"Ingham County, Michigan",282562
26067,"Ionia County, Michigan",63976
26069,"Iosco County, Michigan",25504
26071,"Iron County, Michigan",11615
26073,"Isabella County, Michigan",70506
26075,"Jackson County, Michigan",159927
26077,"Kalamazoo County, Michigan",254870
26079,"Kalkaska County, Michigan",17204
26081,"Kent County, Michigan",615381
26083,"Keweenaw County, Michigan",2197
26085,"Lake County, Michigan",11431
26087,"Lapeer County, Michigan",88155
26089,"Leelanau County, Michigan",21739
26091,"Lenawee County, Michigan",99257
26093,"Livingston County, Michigan",183264
26095,"Luce County, Michigan",6512
26097,"Mackinac County, Michigan",11080
26099,"Macomb County, Michigan",849344
26101,"Manistee County, Michigan",24545
26103,"Marquette County, Michigan",67535
26105,"Mason County, Michigan",28705
26107,"Mecosta County, Michigan",43226
26109,"Menominee County, Michigan",23838
26111,"Midland County, Michigan",83620
26113,"Missaukee County, Michigan",14986
26115,"Monroe County, Michigan",150851
26117,"Montcalm County, Michigan",63046
26119,"Montmorency County, Michigan",9506
26121,"Muskegon County, Michigan",171328
26123,"Newaygo County, Michigan",48126
26125,"Oakland County, Michigan",1220798
26127,"Oceana County, Michigan",26325
26129,"Ogemaw County, Michigan",21373
26131,"Ontonagon County, Michigan",6448
26133,"Osceola County, Michigan",23327
26135,"Oscoda County, Michigan",8525
26137,"Otsego County, Michigan",24126
26139,"Ottawa County, Michigan",269795
26141,"Presque Isle County, Michigan",13128
26143,"Roscommon County, Michigan",24141
26145,"Saginaw County, Michigan",197727
26147,"St. Clair County, Michigan",161008
26149,"St. Joseph County, Michigan",60998
26151,"Sanilac County, Michigan",42301
26153,"Schoolcraft County, Michigan",8345
26155,"Shiawassee County, Michigan",69553
26157,"Tuscola County, Michigan",54795
26159,"Van Buren County, Michigan",75569
26161,"Washtenaw County, Michigan",351454
26163,"Wayne County, Michigan",1790078
26165,"Wexford County, Michigan",32699
27001,"Aitkin County, Minnesota",15964
27003,"Anoka County, Minnesota",336316
27005,"Becker County, Minnesota",32971
27007,"Beltrami County, Minnesota",45236
27009,"Benton County, Minnesota",38980
27011,"Big Stone County, Minnesota",5180
27013,"Blue Earth County, Minnesota",64720
27015,"Brown County, Minnesota",25513
27017,"Carlton County, Minnesota",35430
27019,"Carver County, Minnesota",94212
27021,"Cass County, Minnesota",28499
27023,"Chippewa County, Minnesota",12235
27025,"Chisago County, Minnesota",53798
27027,"Clay County, Minnesota",60249
27029,"Clearwater County, Minnesota",8735
27031,"Cook County, Minnesota",5197
27033,"Cottonwood County, Minnesota",11676
27035,"Crow Wing County, Minnesota",62900
27037,"Dakota County, Minnesota",405521
27039,"Dodge County, Minnesota",20246
27041,"Douglas County, Minnesota",36413
27043,"Faribault County, Minnesota",14337
27045,"Fillmore County, Minnesota",20842
27047,"Freeborn County, Minnesota",31034
27049,"Goodhue County, Minnesota",46336
27051,"Grant County, Minnesota",5977
27053,"Hennepin County, Minnesota",1184091
27055,"Houston County, Minnesota",18859
27057,"Hubbard County, Minnesota",20518
27059,"Isanti County, Minnesota",38190
27061,"Itasca County, Minnesota",45303
27063,"Jackson County, Minnesota",10260
27065,"Kanabec County, Minnesota",16084
27067,"Kandiyohi County, Minnesota",42316
27069,"Kittson County, Minnesota",4501
27071,"Koochiching County, Minnesota",13138
27073,"Lac qui Parle County, Minnesota",7096
27075,"Lake County, Minnesota",10791
27077,"Lake of the Woods County, Minnesota",3976
27079,"Le Sueur County, Minnesota",27717
27081,"Lincoln County, Minnesota",5821
27083,"Lyon County, Minnesota",25724
27085,"McLeod County, Minnesota",36172
27087,"Mahnomen County, Minnesota",5486
27089,"Marshall County, Minnesota",9447
27091,"Martin County, Minnesota",20515
27093,"Meeker County, Minnesota",23147
27095,"Mille Lacs County, Minnesota",25891
27097,"Morrison County, Minnesota",33054
27099,"Mower County, Minnesota",39312
27101,"Murray County, Minnesota",8586
27103,"Nicollet County, Minnesota",32923
27105,"Nobles County, Minnesota",21589
27107,"Norman County, Minnesota",6725
27109,"Olmsted County, Minnesota",147431
27111,"Otter Tail County, Minnesota",57417
27113,"Pennington County, Minnesota",14041
27115,"Pine County, Minnesota",29347
27117,"Pipestone County, Minnesota",9407
27119,"Polk County, Minnesota",31630
27121,"Pope County, Minnesota",10946
27123,"Ramsey County, Minnesota",521265
27125,"Red Lake County, Minnesota",4071
27127,"Redwood County, Minnesota",15834
27129,"Renville County, Minnesota",15326
27131,"Rice County, Minnesota",64829
27133,"Rock County, Minnesota",9587
27135,"Roseau County, Minnesota",15545
27137,"St. Louis County, Minnesota",200563
27139,"Scott County, Minnesota",135129
27141,"Sherburne County, Minnesota",89770
27143,"Sibley County, Minnesota",15096
27145,"Stearns County, Minnesota",151728
27147,"Steele County, Minnesota",36472
27149,"Stevens County, Minnesota",9748
27151,"Swift County, Minnesota",9602
27153,"Todd County, Minnesota",24588
27155,"Traverse County, Minnesota",3455
27157,"Wabasha County, Minnesota",21485
27159,"Wadena County, Minnesota",13754
27161,"Waseca County, Minnesota",19127
27163,"Washington County, Minnesota",244103
27165,"Watonwan County, Minnesota",11151
27167,"Wilkin County, Minnesota",6561
27169,"Winona County, Minnesota",51285
27171,"Wright County, Minnesota",127386
27173,"Yellow Medicine County, Minnesota",10233
28001,"Adams County, Mississippi",32189
28003,"Alcorn County, Mississippi",37279
28005,"Amite County, Mississippi",12957
28007,"Attala County, Mississippi",19303
28009,"Benton County, Mississippi",8573
28011,"Bolivar County, Mississippi",33961
28013,"Calhoun County, Mississippi",14841
28015,"Carroll County, Mississippi",10418
28017,"Chickasaw County, Mississippi",17376
28019,"Choctaw County, Mississippi",8399
28021,"Claiborne County, Mississippi",9396
28023,"Clarke County, Mississippi",16509
28025,"Clay County, Mississippi",20414
28027,"Coahoma County, Mississippi",25527
28029,"Copiah County, Mississippi",29028
28031,"Covington County, Mississippi",19495
28033,"DeSoto County, Mississippi",166266
28035,"Forrest County, Mississippi",76159
28037,"Franklin County, Mississippi",7944
28039,"George County, Mississippi",22960
28041,"Greene County, Mississippi",14308
28043,"Grenada County, Mississippi",21660
28045,"Hancock County, Mississippi",45136
28047,"Harrison County, Mississippi",193642
28049,"Hinds County, Mississippi",246364
28051,"Holmes County, Mississippi",18965
28053,"Humphreys County, Mississippi",9106
28055,"Issaquena County, Mississippi",1279
28057,"Itawamba County, Mississippi",23415
28059,"Jackson County, Mississippi",140194
28061,"Jasper County, Mississippi",16687
28063,"Jefferson County, Mississippi",7634
28065,"Jefferson Davis County, Mississippi",12100
28067,"Jones County, Mississippi",68273
28069,"Kemper County, Mississippi",10310
28071,"Lafayette County, Mississippi",50256
28073,"Lamar County, Mississippi",58038
28075,"Lauderdale County, Mississippi",80261
28077,"Lawrence County, Mississippi",12636
28079,"Leake County, Mississippi",23368
28081,"Lee County, Mississippi",84588
28083,"Leflore County, Mississippi",31772
28085,"Lincoln County, Mississippi",34824
28087,"Lowndes County, Mississippi",59736
28089,"Madison County, Mississippi",98622
28091,"Marion County, Mississippi",26449
28093,"Marshall County, Mississippi",36636
28095,"Monroe County, Mississippi",36383
28097,"Montgomery County, Mississippi",10634
28099,"Neshoba County, Mississippi",29596
28101,"Newton County, Mississippi",21671
28103,"Noxubee County, Mississippi",11240
28105,"Oktibbeha County, Mississippi",48639
28107,"Panola County, Mississippi",34507
28109,"Pearl River County, Mississippi",55293
28111,"Perry County, Mississippi",12173
28113,"Pike County, Mississippi",40209
28115,"Pontotoc County, Mississippi",30374
28117,"Prentiss County, Mississippi",25338
28119,"Quitman County, Mississippi",7902
28121,"Rankin County, Mississippi",145483
28123,"Scott County, Mississippi",28312
28125,"Sharkey County, Mississippi",4898
28127,"Simpson County, Mississippi",27425
28129,"Smith County, Mississippi",16344
28131,"Stone County, Mississippi",17941
28133,"Sunflower County, Mississippi",28314
28135,"Tallahatchie County, Mississippi",15124
28137,"Tate County, Mississippi",28557
28139,"Tippah County, Mississippi",22069
28141,"Tishomingo County, Mississippi",19532
28143,"Tunica County, Mississippi",10583
28145,"Union County, Mississippi",27536
28147,"Walthall County, Mississippi",15126
28149,"Warren County, Mississippi",48291
28151,"Washington County, Mississippi",50038
28153,"Wayne County, Mississippi",20611
28155,"Webster County, Mississippi",10077
28157,"Wilkinson County, Mississippi",9481
28159,"Winston County, Mississippi",18882
28161,"Yalobusha County, Mississippi",12433
28163,"Yazoo County, Mississippi",28076
29001,"Adair County, Missouri",25642
29003,"Andrew County, Missouri",17373
29005,"Atchison County, Missouri",5520
29007,"Audrain County, Missouri",25637
29009,"Barry County, Missouri",35681
29011,"Barton County, Missouri",12286
29013,"Bates County, Missouri",16780
29015,"Benton County, Missouri",18961
29017,"Bollinger County, Missouri",12394
29019,"Boone County, Missouri",168268
29021,"Buchanan County, Missouri",89536
29023,"Butler County, Missouri",42957
29025,"Caldwell County, Missouri",9176
29027,"Callaway County, Missouri",44483
29029,"Camden County, Missouri",43873
29031,"Cape Girardeau County, Missouri",77031
29033,"Carroll County, Missouri",9157
29035,"Carter County, Missouri",6283
29037,"Cass County, Missouri",100339
29039,"Cedar County, Missouri",13912
29041,"Chariton County, Missouri",7727
29043,"Christian County, Missouri",79856
29045,"Clark County, Missouri",7001
29047,"Clay County, Missouri",227984
29049,"Clinton County, Missouri",20545
29051,"Cole County, Missouri",76426
29053,"Cooper County, Missouri",17585
29055,"Crawford County, Missouri",24680
29057,"Dade County, Missouri",7678
29059,"Dallas County, Missouri",16632
29061,"Daviess County, Missouri",8324
29063,"DeKalb County, Missouri",12824
29065,"Dent County, Missouri",15681
